ID,Age,Gender,Name,Birth,Race,Home City,Home State,Amount Spent,Estimated Income,Destination
779,36,Male,Customer 779,1956-06-20,White,Phoenix,Arizona,9028.78,66504.13,Asia
780,60,Female,Customer 780,1976-08-06,Black,New York,New York,6935.21,63482.21,Alaska
781,21,Female,Customer 781,1979-05-20,Hispanic,Phoenix,Arizona,7729.57,48142.09,Alaska
782,76,Female,Customer 782,1976-07-14,Hispanic,Portland,Oregon,4551.77,123450.97,Middle East & Africa
783,67,Female,Customer 783,1968-11-02,Hispanic,Dallas,Texas,2937.75,31951.03,Middle East & Africa
784,34,Female,Customer 784,1972-07-06,Asian,San Antonio,Texas,9251.45,58095.12,Europe
785,62,Female,Customer 785,1986-11-05,Hispanic,San Diego,California,7188.06,88222.72,Asia
786,48,Male,Customer 786,1952-07-22,Hispanic,Phoenix,Arizona,8375.81,69330.44,Europe
787,61,Male,Customer 787,1968-04-08,Hispanic,New Orleans,Louisiana,2820.09,118120.78,South America
788,35,Female,Customer 788,1978-01-16,Hispanic,Chicago,Illinois,1569.94,127710.58,Europe
789,74,Female,Customer 789,1960-12-22,Hispanic,Dallas,Texas,8990.05,68667.64,Hawaii
790,67,Female,Customer 790,1984-05-05,White,San Francisco,California,3912.75,143944.47,Hawaii
791,22,Male,Customer 791,1972-01-05,Black,Atlanta,Georgia,7786.76,103420.82,Europe
792,18,Female,Customer 792,1966-11-18,Hispanic,Boston,Massachusetts,2480.41,142588.56,Europe
793,56,Male,Customer 793,1984-09-17,Black,Las Vegas,Nevada,1209.46,49939.22,Middle East & Africa
794,46,Male,Customer 794,1969-07-14,White,Nashville,Tennessee,8823.41,50607.27,South America
795,63,Male,Customer 795,2000-05-23,Other,Phoenix,Arizona,4366.75,127212.99,Asia
796,51,Male,Customer 796,2002-05-23,White,Las Vegas,Nevada,6192.3,147241.86,Asia
797,78,Male,Customer 797,1997-07-15,White,Chicago,Illinois,4166.84,111937.19,South America
798,56,Female,Customer 798,1977-01-24,Asian,Philadelphia,Pennsylvania,8564.96,53090.01,Alaska
799,79,Female,Customer 799,1952-12-21,Black,San Antonio,Texas,4901.84,147041.33,Middle East & Africa
800,47,Male,Customer 800,1984-01-22,Asian,Houston,Texas,8682.17,128056.76,South America
801,65,Male,Customer 801,1963-11-10,White,Portland,Oregon,6529.05,24789.61,Asia
802,26,Female,Customer 802,1971-04-10,Black,San Francisco,California,2135.56,131509.07,Hawaii
803,21,Female,Customer 803,1983-07-22,Other,Portland,Oregon,2449.85,80529.52,Hawaii
804,23,Female,Customer 804,1979-12-07,Other,Houston,Texas,2677.59,29082.28,Hawaii
805,40,Male,Customer 805,1998-10-19,Asian,Atlanta,Georgia,6378.64,136045.02,Hawaii
806,32,Female,Customer 806,1964-01-21,Hispanic,San Francisco,California,4072.78,25698.41,Asia
807,25,Female,Customer 807,2002-03-28,Black,Austin,Texas,2374.63,98564.39,Middle East & Africa
808,32,Male,Customer 808,1992-03-03,Hispanic,Las Vegas,Nevada,8973.36,83915.73,Europe
809,72,Male,Customer 809,2004-11-12,Other,Seattle,Washington,1525.09,25054.26,Hawaii
810,42,Male,Customer 810,1955-05-16,Asian,Boston,Massachusetts,2002.47,31932.16,Asia
811,41,Female,Customer 811,1988-03-24,Other,Denver,Colorado,9541.15,68920.3,Europe
812,61,Male,Customer 812,1954-07-05,White,New Orleans,Louisiana,7924.46,50445.69,Middle East & Africa
813,80,Female,Customer 813,1968-04-23,Black,Phoenix,Arizona,8770.26,66183.81,Alaska
814,57,Female,Customer 814,1990-07-14,White,Las Vegas,Nevada,1803.04,99001.32,Hawaii
815,69,Female,Customer 815,1980-08-20,Other,Phoenix,Arizona,2117.68,73852.35,Middle East & Africa
816,32,Female,Customer 816,1955-06-18,Other,San Francisco,California,5332.46,56885.1,Middle East & Africa
817,67,Male,Customer 817,1973-11-22,Asian,Phoenix,Arizona,8395.45,56297.29,Europe
818,74,Male,Customer 818,1978-06-21,Other,New Orleans,Louisiana,4238.77,38168.79,Hawaii
819,77,Male,Customer 819,1979-12-07,White,San Francisco,California,5055.35,111941.02,Hawaii
820,23,Female,Customer 820,1977-10-16,White,San Francisco,California,2570.29,126413.78,South America
821,43,Male,Customer 821,1978-10-19,Black,Las Vegas,Nevada,7732.4,101165.67,South America
822,73,Male,Customer 822,1986-11-19,Other,Boston,Massachusetts,6611.63,38782.18,Hawaii
823,65,Female,Customer 823,1988-10-13,Black,Denver,Colorado,9535.41,127689.38,Europe
824,74,Female,Customer 824,1987-08-10,Hispanic,Boston,Massachusetts,9712.44,111330.27,Middle East & Africa
825,49,Female,Customer 825,1959-11-03,Other,Philadelphia,Pennsylvania,6523.01,143821.09,Asia
826,25,Male,Customer 826,1996-08-13,Other,San Diego,California,1941.24,117307.14,Middle East & Africa
827,80,Female,Customer 827,2002-02-14,Other,Chicago,Illinois,2940.26,91819.17,South America
828,18,Male,Customer 828,1989-12-14,Black,Miami,Florida,1620.58,90704.45,Middle East & Africa
829,69,Female,Customer 829,1997-07-02,White,San Antonio,Texas,8002.32,20286.08,Middle East & Africa
830,77,Female,Customer 830,1986-07-07,Other,Dallas,Texas,5206.77,104126.04,South America
831,50,Female,Customer 831,1975-05-25,Asian,San Diego,California,3608.75,128539.71,South America
832,76,Male,Customer 832,1951-02-05,Other,Portland,Oregon,6284.25,80447.54,Hawaii
833,41,Male,Customer 833,1998-05-07,Asian,Houston,Texas,1080.55,92124.57,Hawaii
834,78,Male,Customer 834,1999-01-21,Black,Portland,Oregon,9759.83,144241.69,Alaska
835,23,Female,Customer 835,2003-08-09,Black,Portland,Oregon,7916.05,122931.68,Asia
836,48,Male,Customer 836,1951-04-11,Asian,Boston,Massachusetts,7396.56,56613.08,Asia
837,27,Male,Customer 837,1976-10-26,White,Houston,Texas,5097.54,90504.09,Europe
838,35,Female,Customer 838,1965-06-02,Hispanic,New York,New York,9078.66,82024.22,Asia
839,59,Female,Customer 839,1953-08-18,White,Nashville,Tennessee,6541.27,142162.18,Middle East & Africa
840,66,Male,Customer 840,1977-04-13,White,Miami,Florida,5987.84,26608.12,Middle East & Africa
841,24,Female,Customer 841,1969-03-19,White,Philadelphia,Pennsylvania,2696.9,50272.87,Asia
842,62,Male,Customer 842,1996-02-10,Asian,San Francisco,California,4347.93,148959.04,Europe
843,39,Female,Customer 843,1966-04-18,White,San Francisco,California,4722.35,112858.13,Hawaii
844,30,Male,Customer 844,1958-04-08,White,San Diego,California,3666.61,73841.73,South America
845,45,Female,Customer 845,1971-12-28,Hispanic,Portland,Oregon,4275.21,130561.99,Hawaii
846,67,Male,Customer 846,1967-11-09,Hispanic,Miami,Florida,1862.57,23140.13,Asia
847,43,Male,Customer 847,1997-01-13,Other,Dallas,Texas,4409.98,132952.72,Europe
848,76,Female,Customer 848,1982-09-03,Other,Denver,Colorado,6103.72,40957.42,Hawaii
849,32,Female,Customer 849,1980-02-24,Black,Dallas,Texas,2626.91,98448.65,Europe
850,67,Female,Customer 850,1991-01-08,Asian,Los Angeles,California,2033.51,46712.59,Alaska
851,20,Male,Customer 851,1957-07-08,Black,Chicago,Illinois,9280.01,42640.19,Asia
852,19,Female,Customer 852,1968-03-15,Black,Miami,Florida,7918.66,56826.98,Asia
853,52,Female,Customer 853,1956-02-26,Other,Denver,Colorado,3343.04,101306.68,Hawaii
854,22,Male,Customer 854,1969-01-28,White,Atlanta,Georgia,6240.4,126315.97,Asia
855,27,Female,Customer 855,2001-05-04,White,Dallas,Texas,5377.85,146940.92,Hawaii
856,31,Male,Customer 856,1971-11-08,Other,San Diego,California,4169.87,132795.05,Middle East & Africa
857,75,Female,Customer 857,1973-10-13,Hispanic,Nashville,Tennessee,2351.23,149996.63,Middle East & Africa
858,55,Male,Customer 858,1957-01-17,White,Nashville,Tennessee,2313.09,123652.26,Middle East & Africa
859,18,Female,Customer 859,1981-03-28,Black,Philadelphia,Pennsylvania,3870.23,49374.23,Asia
860,61,Male,Customer 860,1988-03-03,White,Las Vegas,Nevada,1218.59,70295.67,Hawaii
861,61,Female,Customer 861,1995-12-16,Black,Seattle,Washington,4083.31,70346.76,Asia
862,67,Male,Customer 862,2001-02-13,Hispanic,Los Angeles,California,7455.9,112354.98,Hawaii
863,31,Female,Customer 863,1970-11-17,White,San Antonio,Texas,1490.68,43496.06,South America
864,25,Male,Customer 864,2005-03-04,White,San Diego,California,4598.42,69572.66,South America
865,32,Female,Customer 865,1967-08-10,White,Las Vegas,Nevada,8632.31,47604.35,Europe
866,31,Male,Customer 866,1955-10-02,Hispanic,Nashville,Tennessee,2620.91,118519.17,Middle East & Africa
867,47,Female,Customer 867,1965-04-25,Asian,New York,New York,7818.43,48017.57,Middle East & Africa
868,51,Female,Customer 868,1966-09-17,Hispanic,Dallas,Texas,4583.46,81580.89,Middle East & Africa
869,77,Female,Customer 869,1965-01-20,Hispanic,Austin,Texas,1573.38,41393.01,Europe
870,74,Female,Customer 870,1962-10-27,White,San Antonio,Texas,8819.03,144811.64,Middle East & Africa
871,67,Male,Customer 871,1967-04-27,Asian,Portland,Oregon,8451.67,21357.79,Middle East & Africa
872,19,Male,Customer 872,1991-07-25,Black,San Francisco,California,5615.19,104426.48,Middle East & Africa
873,18,Male,Customer 873,1951-09-02,White,Phoenix,Arizona,4509.82,64300.73,Alaska
874,56,Female,Customer 874,1957-10-07,White,Miami,Florida,8200.48,89244.64,Asia
875,76,Female,Customer 875,1971-05-21,Other,Dallas,Texas,2572.18,119758.3,Asia
876,19,Female,Customer 876,2004-09-06,White,Dallas,Texas,8107.76,130310.17,Middle East & Africa
877,19,Female,Customer 877,1953-01-21,Other,New Orleans,Louisiana,5424.3,50505.36,Hawaii
878,29,Male,Customer 878,1951-10-22,Other,Denver,Colorado,5367.75,58867.81,Alaska
879,44,Male,Customer 879,1986-01-01,Asian,Nashville,Tennessee,6859.79,103443.95,Hawaii
880,32,Female,Customer 880,1969-08-21,Hispanic,Boston,Massachusetts,2295.63,114254.2,Middle East & Africa
881,27,Male,Customer 881,1951-01-25,Hispanic,Chicago,Illinois,8988.81,62321.59,South America
882,44,Male,Customer 882,1954-04-01,Asian,Seattle,Washington,9574.39,149800.52,Hawaii
883,30,Female,Customer 883,1983-11-18,Hispanic,Phoenix,Arizona,6935.95,68427.99,Middle East & Africa
884,51,Male,Customer 884,1969-01-12,White,San Francisco,California,6693.23,132628.34,South America
885,26,Male,Customer 885,1961-09-17,Other,San Francisco,California,4334.01,91406.51,Hawaii
886,76,Male,Customer 886,1984-09-23,White,Houston,Texas,5496.03,144969.36,Asia
887,39,Female,Customer 887,1970-09-05,White,Nashville,Tennessee,4799.89,78555.6,Asia
888,61,Female,Customer 888,1969-02-15,Asian,Portland,Oregon,6517.81,61614.87,South America
889,35,Male,Customer 889,1986-01-27,Other,Los Angeles,California,1322.75,31180.03,South America
890,44,Male,Customer 890,1974-09-16,Black,New York,New York,8669.44,57220.77,Middle East & Africa
891,55,Female,Customer 891,1951-05-07,White,Las Vegas,Nevada,8305.77,41892.6,Hawaii
892,32,Male,Customer 892,1986-09-19,Black,San Francisco,California,8112.31,52610.39,Alaska
893,56,Male,Customer 893,1977-10-25,Other,New Orleans,Louisiana,7488.24,51651.38,Europe
894,40,Female,Customer 894,1996-09-02,Hispanic,Chicago,Illinois,5167.66,121007.86,South America
895,45,Male,Customer 895,1950-08-09,Black,Las Vegas,Nevada,1694.64,105805.28,South America
896,36,Male,Customer 896,2000-04-02,Hispanic,Houston,Texas,8298.55,34742.18,Asia
897,25,Male,Customer 897,1974-08-01,Hispanic,Phoenix,Arizona,2812.09,98636.18,Middle East & Africa
898,48,Male,Customer 898,1981-03-18,White,Denver,Colorado,6539.21,31263.85,Middle East & Africa
899,66,Female,Customer 899,1960-02-01,White,Austin,Texas,4607.39,62326.59,Asia
900,59,Male,Customer 900,1954-01-11,Hispanic,San Francisco,California,9734.03,149102.71,Middle East & Africa
901,80,Female,Customer 901,1979-12-15,Black,Denver,Colorado,3984.81,30219.67,South America
902,42,Male,Customer 902,1973-10-15,Other,Dallas,Texas,3866.7,95490.41,Middle East & Africa
903,23,Male,Customer 903,1998-06-26,Hispanic,New Orleans,Louisiana,2032.9,132479.24,Hawaii
904,41,Female,Customer 904,1978-03-08,Asian,Austin,Texas,8636.46,81564.22,Europe
905,32,Female,Customer 905,1984-08-16,Black,Boston,Massachusetts,4934.79,84862.91,Middle East & Africa
906,78,Female,Customer 906,1975-02-17,Black,Miami,Florida,6973.43,58400.81,Alaska
907,59,Male,Customer 907,1964-09-17,Hispanic,Nashville,Tennessee,2998.73,28476.69,Asia
908,32,Male,Customer 908,1995-05-10,Other,San Diego,California,9933.48,48687.79,Asia
909,18,Female,Customer 909,2005-03-04,Asian,Chicago,Illinois,2846.86,113528.0,Europe
910,52,Female,Customer 910,1981-05-15,White,Denver,Colorado,2865.51,90761.04,Alaska
911,65,Male,Customer 911,1954-07-01,White,Seattle,Washington,2346.11,62711.12,Alaska
912,59,Female,Customer 912,1953-03-14,Asian,Nashville,Tennessee,4728.18,113221.08,Hawaii
913,39,Male,Customer 913,1985-04-27,Black,New York,New York,9977.4,104365.73,Hawaii
914,20,Male,Customer 914,1959-08-09,Asian,Las Vegas,Nevada,7258.44,48713.81,Middle East & Africa
915,54,Female,Customer 915,2002-02-17,Hispanic,Denver,Colorado,8664.26,73079.57,Hawaii
916,57,Male,Customer 916,1956-05-19,Hispanic,Portland,Oregon,5554.65,52941.28,Europe
917,66,Female,Customer 917,1969-06-19,White,Chicago,Illinois,1926.43,79918.12,Asia
918,37,Female,Customer 918,1991-08-05,Asian,Philadelphia,Pennsylvania,1498.81,34539.48,South America
919,71,Male,Customer 919,1985-06-25,Black,Houston,Texas,9143.46,148059.95,Europe
920,33,Male,Customer 920,1960-06-02,Other,Houston,Texas,1111.73,120477.57,Hawaii
921,54,Male,Customer 921,1986-08-12,Hispanic,Dallas,Texas,2913.4,82396.3,Alaska
922,73,Male,Customer 922,1982-04-24,Other,Las Vegas,Nevada,1665.36,89062.15,Alaska
923,52,Male,Customer 923,1974-06-28,White,New Orleans,Louisiana,8971.75,95958.82,Asia
924,26,Female,Customer 924,1988-07-10,White,Austin,Texas,4031.96,122436.72,Europe
925,62,Female,Customer 925,1961-11-02,Black,New York,New York,9860.49,39448.61,Asia
926,18,Female,Customer 926,1995-02-07,Asian,Atlanta,Georgia,3230.55,134182.07,South America
927,44,Female,Customer 927,1980-08-24,Other,Philadelphia,Pennsylvania,5047.96,106077.31,Europe
928,46,Female,Customer 928,1967-04-18,Hispanic,Seattle,Washington,7380.19,123855.03,Alaska
929,31,Male,Customer 929,1974-09-23,Hispanic,Houston,Texas,1607.87,95177.07,Middle East & Africa
930,74,Male,Customer 930,1987-10-22,Hispanic,San Diego,California,9839.24,91890.33,Alaska
931,22,Male,Customer 931,1955-10-04,Asian,Los Angeles,California,1883.99,54110.16,Alaska
932,62,Female,Customer 932,1999-08-24,Other,Atlanta,Georgia,2527.41,123948.61,Middle East & Africa
933,42,Female,Customer 933,1992-03-18,Asian,San Francisco,California,9469.65,100436.42,Middle East & Africa
934,67,Female,Customer 934,1992-08-01,Hispanic,Las Vegas,Nevada,5559.08,116153.18,South America
935,77,Female,Customer 935,1977-03-24,White,New Orleans,Louisiana,5114.48,86097.64,Asia
936,34,Male,Customer 936,1952-06-22,Asian,Nashville,Tennessee,5153.09,43676.07,Hawaii
937,47,Female,Customer 937,1967-09-19,White,Atlanta,Georgia,4835.46,66948.59,Alaska
938,34,Male,Customer 938,1978-12-25,White,Denver,Colorado,2211.45,133981.52,Alaska
939,41,Male,Customer 939,1957-04-18,White,New Orleans,Louisiana,3842.67,22974.88,Europe
940,64,Male,Customer 940,1960-07-01,Other,Phoenix,Arizona,8360.24,78659.84,South America
941,62,Male,Customer 941,1963-02-01,Hispanic,Houston,Texas,7273.06,63720.18,South America
942,19,Female,Customer 942,1978-07-13,White,Philadelphia,Pennsylvania,9219.21,80229.87,Alaska
943,45,Female,Customer 943,1953-11-14,Black,Miami,Florida,5524.54,86247.17,Middle East & Africa
944,34,Female,Customer 944,1992-01-23,Other,Atlanta,Georgia,5758.93,56092.76,Europe
945,72,Male,Customer 945,1954-11-15,Hispanic,Chicago,Illinois,4582.65,67352.58,South America
946,67,Male,Customer 946,1995-11-22,Black,Atlanta,Georgia,2663.34,61623.0,Europe
947,23,Male,Customer 947,1997-03-19,Asian,San Diego,California,2517.09,75870.55,Hawaii
948,19,Female,Customer 948,1965-09-04,Asian,Austin,Texas,6323.26,65802.43,Asia
949,24,Male,Customer 949,1960-12-26,Hispanic,Los Angeles,California,2824.9,76553.05,Middle East & Africa
950,53,Male,Customer 950,1979-02-04,Hispanic,Austin,Texas,9662.09,33837.61,South America
951,19,Female,Customer 951,1966-08-01,Black,Los Angeles,California,9055.56,60342.95,Hawaii
952,43,Male,Customer 952,1956-04-16,White,San Francisco,California,7832.93,138426.94,Hawaii
953,67,Male,Customer 953,1958-11-19,Hispanic,Dallas,Texas,2554.71,71048.99,South America
954,60,Female,Customer 954,1971-04-14,Other,Nashville,Tennessee,7325.57,99107.97,Europe
955,20,Male,Customer 955,1961-04-14,Hispanic,Chicago,Illinois,8697.13,42325.0,Middle East & Africa
956,20,Female,Customer 956,1986-06-16,White,Dallas,Texas,2899.94,148482.95,Asia
957,31,Male,Customer 957,1997-10-25,Hispanic,New Orleans,Louisiana,5266.06,93059.45,Asia
958,41,Female,Customer 958,2003-02-28,Other,New York,New York,7437.56,93675.54,Asia
959,46,Female,Customer 959,2003-05-27,White,New York,New York,9728.57,112420.09,Asia
960,40,Male,Customer 960,1959-08-16,White,Las Vegas,Nevada,4416.03,109550.67,Hawaii
961,69,Male,Customer 961,2003-02-09,Hispanic,Seattle,Washington,5100.58,119937.65,South America
962,29,Male,Customer 962,2003-12-11,White,Seattle,Washington,8536.85,53106.52,Europe
963,67,Female,Customer 963,1954-12-09,Other,New Orleans,Louisiana,9716.04,75929.61,Asia
964,48,Male,Customer 964,1975-08-20,Other,Atlanta,Georgia,9936.68,72777.7,South America
965,44,Female,Customer 965,1998-09-07,Hispanic,Houston,Texas,1363.52,128101.41,Europe
966,26,Male,Customer 966,1994-07-04,Black,New Orleans,Louisiana,2339.58,128793.02,Europe
967,31,Male,Customer 967,1980-09-01,Hispanic,Seattle,Washington,4406.9,119729.83,Hawaii
968,42,Female,Customer 968,1989-04-22,Other,San Diego,California,5061.38,105875.73,Asia
969,56,Male,Customer 969,1969-05-15,Other,Portland,Oregon,7071.12,99893.01,Hawaii
970,40,Male,Customer 970,1968-02-14,Other,Atlanta,Georgia,7063.42,123704.5,Alaska
971,74,Female,Customer 971,1956-11-22,Black,Austin,Texas,3794.05,141566.39,Hawaii
972,38,Female,Customer 972,1979-01-14,Black,San Diego,California,5648.96,74513.56,South America
973,80,Male,Customer 973,1961-04-06,White,Miami,Florida,8935.02,123649.73,Hawaii
974,34,Male,Customer 974,1991-12-17,Asian,Las Vegas,Nevada,5543.41,114522.25,Alaska
975,19,Male,Customer 975,1967-04-20,White,New York,New York,8030.2,40011.86,Middle East & Africa
976,43,Female,Customer 976,1983-08-03,Hispanic,Dallas,Texas,1711.01,142350.11,South America
977,57,Female,Customer 977,1960-01-24,Black,San Francisco,California,5956.99,58174.3,Middle East & Africa
978,68,Female,Customer 978,2005-01-17,Asian,Seattle,Washington,7342.02,110253.8,Alaska
979,37,Male,Customer 979,1985-12-01,Hispanic,Atlanta,Georgia,2036.26,142061.03,South America
980,66,Female,Customer 980,1980-11-05,Black,Los Angeles,California,3612.53,60740.92,Hawaii
981,52,Male,Customer 981,1950-02-22,Hispanic,Miami,Florida,5236.36,81083.6,Alaska
982,29,Female,Customer 982,1992-08-13,White,Houston,Texas,3286.01,120152.86,Alaska
983,70,Female,Customer 983,1984-11-12,Black,Houston,Texas,3055.14,83264.7,Middle East & Africa
984,77,Female,Customer 984,1992-01-17,Black,Boston,Massachusetts,5446.36,149247.88,South America
985,18,Male,Customer 985,1999-12-20,Other,Las Vegas,Nevada,9448.89,119071.0,Middle East & Africa
986,30,Female,Customer 986,1966-05-26,Hispanic,Portland,Oregon,8925.85,101228.84,Asia
987,73,Female,Customer 987,1994-12-24,Other,San Diego,California,6080.42,147980.78,Hawaii
988,31,Female,Customer 988,1969-12-23,Other,Las Vegas,Nevada,6696.29,51923.82,Alaska
989,40,Female,Customer 989,1990-08-22,Asian,San Diego,California,6910.1,99169.43,Middle East & Africa
990,67,Female,Customer 990,1982-12-16,Black,Chicago,Illinois,9068.58,81823.61,Alaska
991,63,Male,Customer 991,2001-08-19,Black,Miami,Florida,1533.39,126626.85,Hawaii
992,57,Male,Customer 992,1963-07-11,Other,Austin,Texas,4200.56,50118.28,Asia
993,51,Male,Customer 993,1966-01-21,Hispanic,Philadelphia,Pennsylvania,4709.79,25751.7,Hawaii
994,38,Male,Customer 994,1974-11-11,Other,Chicago,Illinois,7048.69,118608.56,Middle East & Africa
995,34,Female,Customer 995,1992-04-25,Other,Denver,Colorado,4389.61,87629.22,Asia
996,77,Male,Customer 996,1971-05-12,White,Houston,Texas,3943.09,58995.82,Hawaii
997,69,Male,Customer 997,1987-03-22,White,Chicago,Illinois,1462.97,31275.77,Hawaii
998,28,Male,Customer 998,1972-12-17,Asian,Miami,Florida,1071.52,27556.49,Asia
999,28,Female,Customer 999,2001-04-27,White,New York,New York,9393.47,70320.69,Alaska
1000,27,Male,Customer 1000,1974-08-08,Black,New Orleans,Louisiana,9667.31,24347.33,Europe
1001,22,Male,Customer 1001,2004-09-18,White,San Diego,California,9827.6,139968.39,Asia
1002,25,Female,Customer 1002,1983-11-04,Asian,Miami,Florida,1725.99,80751.29,Middle East & Africa
1003,24,Female,Customer 1003,1988-03-22,White,Philadelphia,Pennsylvania,4645.08,31007.81,South America
1004,31,Male,Customer 1004,1962-04-01,White,Miami,Florida,9240.92,87345.54,Hawaii
1005,39,Female,Customer 1005,1959-03-24,White,Boston,Massachusetts,4439.49,83394.51,Middle East & Africa
1006,71,Male,Customer 1006,1961-04-03,Other,Atlanta,Georgia,9098.33,72107.1,Hawaii
1007,52,Male,Customer 1007,1988-08-27,White,Philadelphia,Pennsylvania,8726.7,132209.34,Hawaii
1008,58,Female,Customer 1008,1961-02-02,Other,Los Angeles,California,4305.46,148190.81,South America
1009,49,Male,Customer 1009,1965-10-08,Asian,Portland,Oregon,4501.96,114396.94,Hawaii
1010,65,Female,Customer 1010,1968-08-20,Black,Miami,Florida,2948.2,54498.4,Middle East & Africa
1011,43,Female,Customer 1011,1995-05-13,Black,Miami,Florida,5754.82,130571.64,South America
1012,61,Female,Customer 1012,1965-07-27,Asian,Las Vegas,Nevada,7434.1,20210.01,Hawaii
1013,28,Male,Customer 1013,1952-06-28,Asian,Denver,Colorado,4627.03,33496.5,Hawaii
1014,23,Female,Customer 1014,1985-11-02,Black,Atlanta,Georgia,4446.6,58023.06,Asia
1015,55,Male,Customer 1015,1994-10-03,White,Los Angeles,California,5602.19,143617.5,Hawaii
1016,30,Female,Customer 1016,2004-05-14,Black,Seattle,Washington,1796.53,143948.09,Hawaii
1017,80,Female,Customer 1017,1996-06-07,Asian,Houston,Texas,1752.66,54420.77,Europe
1018,35,Male,Customer 1018,1953-06-26,White,New York,New York,4199.0,121810.55,Middle East & Africa
1019,33,Male,Customer 1019,1998-11-02,Asian,San Antonio,Texas,1197.83,121545.08,Europe
1020,38,Female,Customer 1020,1956-06-02,Asian,Seattle,Washington,8916.31,66488.76,South America
1021,50,Female,Customer 1021,1956-02-15,Hispanic,Las Vegas,Nevada,9086.9,115664.77,Middle East & Africa
1022,32,Female,Customer 1022,1998-01-18,White,Los Angeles,California,4112.82,60614.13,Hawaii
1023,52,Male,Customer 1023,1965-06-09,Black,San Diego,California,1611.15,137443.07,Hawaii
1024,28,Female,Customer 1024,1965-12-02,Other,San Diego,California,9280.63,28530.98,Middle East & Africa
1025,38,Male,Customer 1025,1999-12-01,Hispanic,New Orleans,Louisiana,1700.08,142390.76,Alaska
1026,30,Female,Customer 1026,1969-01-07,Asian,Chicago,Illinois,6316.35,97638.71,Europe
1027,79,Male,Customer 1027,1964-03-12,Other,Chicago,Illinois,2090.84,144158.0,Hawaii
1028,35,Female,Customer 1028,1987-01-05,Black,Las Vegas,Nevada,1734.74,127804.02,Middle East & Africa
1029,76,Female,Customer 1029,1952-10-19,Other,Las Vegas,Nevada,2705.16,134246.22,South America
1030,18,Female,Customer 1030,1956-08-02,Other,Houston,Texas,2482.16,82710.64,Hawaii
1031,74,Male,Customer 1031,1960-01-05,Other,New York,New York,1144.65,34274.81,Hawaii
1032,67,Female,Customer 1032,1950-02-05,White,San Francisco,California,2789.98,94807.36,Middle East & Africa
1033,49,Male,Customer 1033,1984-06-12,Asian,Nashville,Tennessee,9589.69,131650.89,Europe
1034,67,Female,Customer 1034,1988-09-02,Black,Seattle,Washington,1296.85,43071.17,Europe
1035,59,Female,Customer 1035,1961-09-27,Black,Nashville,Tennessee,3062.33,107957.7,Alaska
1036,41,Female,Customer 1036,1993-05-01,Other,New York,New York,6513.26,125401.61,South America
1037,45,Male,Customer 1037,1980-02-12,Hispanic,San Francisco,California,7376.81,32508.65,Asia
1038,41,Male,Customer 1038,1982-02-18,Hispanic,San Diego,California,8724.01,122744.2,Hawaii
1039,64,Female,Customer 1039,1977-08-17,Hispanic,Denver,Colorado,2831.79,52556.39,Asia
1040,24,Male,Customer 1040,1951-07-10,Other,San Diego,California,6337.27,144411.8,South America
1041,56,Male,Customer 1041,1983-12-14,Other,Miami,Florida,2570.34,25517.84,South America
1042,21,Female,Customer 1042,1980-05-22,Asian,Los Angeles,California,2644.28,56433.3,Europe
1043,79,Male,Customer 1043,1989-06-25,Hispanic,San Diego,California,3133.25,149511.07,Asia
1044,77,Female,Customer 1044,1976-01-13,White,Philadelphia,Pennsylvania,5308.67,93863.44,Middle East & Africa
1045,45,Female,Customer 1045,1986-04-04,Black,New Orleans,Louisiana,4489.11,77203.2,Asia
1046,32,Male,Customer 1046,2002-01-22,Other,Las Vegas,Nevada,2701.26,146110.2,Asia
1047,21,Male,Customer 1047,1972-12-04,Black,New Orleans,Louisiana,4973.49,104309.1,Alaska
1048,46,Female,Customer 1048,1959-11-06,Black,San Antonio,Texas,3304.92,53983.29,Asia
1049,18,Male,Customer 1049,1979-08-27,White,San Francisco,California,4922.88,85219.53,Hawaii
1050,67,Male,Customer 1050,1972-08-13,Other,Dallas,Texas,5783.73,90502.24,Alaska
1051,53,Male,Customer 1051,1981-12-15,Black,Los Angeles,California,6378.25,102231.16,Alaska
1052,62,Female,Customer 1052,1997-12-21,Asian,Philadelphia,Pennsylvania,9165.98,75861.2,Hawaii
1053,50,Female,Customer 1053,1995-11-25,Hispanic,Nashville,Tennessee,1919.23,87341.13,Europe
1054,60,Male,Customer 1054,1997-05-18,Other,Portland,Oregon,5841.58,123178.12,Middle East & Africa
1055,71,Female,Customer 1055,1980-02-19,Other,New Orleans,Louisiana,4612.24,113824.53,South America
1056,18,Female,Customer 1056,1956-11-20,Black,Seattle,Washington,2294.44,45413.33,South America
1057,53,Male,Customer 1057,1985-06-13,Asian,Philadelphia,Pennsylvania,9926.1,57202.8,Alaska
1058,45,Male,Customer 1058,1958-02-22,Other,San Diego,California,3348.76,95210.44,Asia
1059,60,Male,Customer 1059,1983-11-21,Asian,Portland,Oregon,2792.47,73308.51,South America
1060,63,Female,Customer 1060,1978-10-03,Black,Houston,Texas,7887.12,71977.91,South America
1061,47,Male,Customer 1061,1974-12-10,Black,Dallas,Texas,5441.65,61710.23,South America
1062,48,Male,Customer 1062,1968-02-05,Black,Boston,Massachusetts,9177.34,96201.95,Europe
1063,47,Female,Customer 1063,1966-09-23,Hispanic,Portland,Oregon,1135.0,49563.72,Alaska
